If the food isn't bad enough for you then enjoy dealing with the world's worst/annoying drunk people,neg
Very very fun chef,pos
Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah still sucks,neg
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's,pos
If it were possible to give them zero stars they'd have it,neg
The descriptions said "yum yum sauce" and another said "eel sauce" yet another said "spicy mayo"...well NONE of the rolls had sauces on them,neg
I'd say that would be the hardest decision...Honestlyall of M's dishes taste how they are supposed to taste (amazing),pos
If she had not rolled the eyes we may have stayed...Not sure if we will go back and try it again,neg
Everyone is very attentive providing excellent customer service,pos
Horrible - don't waste your time and money,neg
Now this dish was quite flavourful,pos
By this time our side of the restaurant was almost empty so there was no excuse,neg
(It wasn't busy either) Also the building was FREEZING cold,neg
like the other reviewer said "you couldn't pay me to eat at this place again",neg
-Drinks took close to 3neg minutes to come out at one point,neg
Seriously flavorful delights folks,pos
Much better than the other AYCE sushi place I went to in Vegas,pos
The lighting is just dark enough to set the mood,pos
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back,neg
Owner's are really great people !,pos
There is nothing privileged about working/eating there,neg
The Greek dressing was very creamy and flavorful,pos
Overall I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too,neg
Now the pizza itself was good the peanut sauce was very tasty,pos
We had 7 at our table and the service was pretty fast,pos
Fantastic service here,pos
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago,pos
this place is good,pos
Unfortunately we must have hit the bakery on leftover day because everything we ordered was STALE,neg
I came back today since they relocated and still not impressed,neg
I was seated immediately,pos
Their menu is diverse and reasonably priced,pos
Avoid at all cost!,neg
Restaurant is always full but never a wait,pos
DELICIOUS!!,pos
This place is hands-down one of the best places to eat in the Phoenix metro area,pos
So don't go there if you are looking for good food...,neg
I've never been treated so bad,neg
Bacon is hella salty,pos
We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste,neg
This really is how Vegas fine dining used to be right down to the menus handed to the ladies that have no prices listed,pos
The waitresses are very friendly,pos
Lordy.the Khao Soi is a dish that is not to be missed for curry lovers!,pos
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter,pos
Perhaps I caught them on an off night judging by the other reviews.but I'm not inspired to go back,neg
The service here leaves a lot to be desired,neg
The atmosphere is modern and hip while maintaining a touch of coziness,pos
Not a weekly haunt but definitely a place to come back to every once in a while,pos
We literally sat there for 2neg minutes with no one asking to take our order,neg
The burger had absolutely no flavor - the meat itself was totally bland the burger was overcooked and there was no charcoal flavor,neg
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack,neg
I dressed up to be treated so rudely!,neg
It was probably dirt,neg
Love this place hits the spot when I want something healthy but not lacking in quantity or flavor,pos
I ordered the Lemon raspberry ice cocktail which was also incredible,pos
The food sucked which we expected but it sucked more than we could have imagined,neg
Interesting decor,pos
What I really like there is the crepe station,pos
Also were served hot bread and butter and home made potato chips with bacon bits on top... very original and very good,pos
you can watch them preparing the delicious food!),pos
Both of the egg rolls were fantastic,pos
When my order arrived one of the gyros was missing,neg
I had a salad with the wings and some ice cream for dessert and left feeling quite satisfied,pos
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine,neg
The best place to go for a tasty bowl of Pho!,pos
The live music on Fridays totally blows,neg
I've never been more insulted or felt disrespected,neg
Very friendly staff,pos
It is worth the drive,pos
I had heard good things about this place but it exceeding every hope I could have dreamed of,pos
Food was great and so was the serivce!,pos
The warm beer didn't help,neg
Great brunch spot,pos
Service is friendly and inviting,pos
Very good lunch spot,pos
I've lived here since pos979 and this was the first (and last) time I've stepped foot into this place,neg
The WORST EXPERIENCE EVER,neg
Must have been an off night at this place,neg
The sides are delish - mixed mushrooms yukon gold puree white corn - beateous,pos
If that bug never showed up I would have given a 4 for sure but on the other side of the wall where this bug was climbing was the kitchen,neg
For about posneg minutes we we're waiting for her salad when we realized that it wasn't coming any time soon,neg
My friend loved the salmon tartar,pos
Won't go back,neg
Extremely Tasty!,pos
Waitress was good though! ,pos
Soggy and not good,neg
The Jamaican mojitos are delicious,pos
Which are small and not worth the price,neg
the food is rich so order accordingly,pos
The shower area is outside so you can only rinse not take a full shower unless you don't mind being nude for everyone to see!,neg
The service was a bit lacking,neg
Lobster Bisque Bussell Sprouts Risotto Filet ALL needed salt and pepper  and of course there is none at the tables,neg
Hopefully this bodes for them going out of business and someone who can cook can come in,neg
It was either too cold not enough flavor or just bad,neg
I loved the bacon wrapped dates,pos
This is an unbelievable BARGAIN!,pos
The folks at Otto always make us feel so welcome and special,pos
As for the "mains " also uninspired,neg
This is the place where I first had pho and it was amazing!!,pos
This wonderful experience made this place a must-stop whenever we are in town again,pos
If the food isn't bad enough for you then enjoy dealing with the world's worst/annoying drunk people,neg
Very very fun chef,pos
Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah still sucks,neg
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's,pos
If it were possible to give them zero stars they'd have it,neg
The descriptions said "yum yum sauce" and another said "eel sauce" yet another said "spicy mayo"...well NONE of the rolls had sauces on them,neg
I'd say that would be the hardest decision...Honestlyall of M's dishes taste how they are supposed to taste (amazing),pos
If she had not rolled the eyes we may have stayed...Not sure if we will go back and try it again,neg
Everyone is very attentive providing excellent customer service,pos
Horrible - don't waste your time and money,neg
Now this dish was quite flavourful,pos
By this time our side of the restaurant was almost empty so there was no excuse,neg
(It wasn't busy either) Also the building was FREEZING cold,neg
like the other reviewer said "you couldn't pay me to eat at this place again",neg
Drinks took close to 3neg minutes to come out at one point,neg
Seriously flavorful delights folks,pos
Much better than the other AYCE sushi place I went to in Vegas,pos
The lighting is just dark enough to set the mood,pos
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back,neg
Owner's are really great people ! ,pos
There is nothing privileged about working/eating there,neg
The Greek dressing was very creamy and flavorful,pos
Overall I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too,neg
Now the pizza itself was good the peanut sauce was very tasty,pos
We had 7 at our table and the service was pretty fast,pos
Fantastic service here,pos
I as well would've given godfathers zero stars if possible,neg
They know how to make them here,pos
very tough and very short on flavor!,neg
I hope this place sticks around,pos
I have been in more than a few bars in Vegas and do not ever recall being charged for tap water,neg
The restaurant atmosphere was exquisite,pos
Good servicevery clean and inexpensive to boot!,pos
The seafood was fresh and generous in portion,pos
Plus it's only 8 bucks,pos
The service was not up to par either,neg
Thus far have only visited twice and the food was absolutely delicious each time,pos
Just as good as when I had it more than a year ago!,pos
For a self proclaimed coffee cafe I was wildly disappointed,neg
The Veggitarian platter is out of this world!,pos
You cant go wrong with any of the food here,pos
You can't beat that,pos
Stopped by this place while in Madison for the Ironman very friendly kind staff,pos
The chefs were friendly and did a good job,pos
I've had better not only from dedicated boba tea spots but even from Jenni Pho,neg
I liked the patio and the service was outstanding,pos
So there is no way for me to plug it in here in the US unless I go by a converter   ,neg
Good case  Excellent value  ,pos
Great for the jawbone   ,pos
Tied to charger for conversations lasting more than 45 minutesMAJOR PROBLEMS!!  ,neg
The mic is great    ,pos
I have to jiggle the plug to get it to line up right to get decent volume   ,neg
If you have several dozen or several hundred contacts  then imagine the fun of sending each of them one by one  ,neg
If you are Razr owneryou must have this!    ,pos
Needless to say  I wasted my money  ,neg
What a waste of money and time! ,neg
And the sound quality is great  ,pos
He was very impressed when going from the original battery to the extended battery  ,pos
If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset   ,neg
Very good quality though    ,pos
The design is very odd  as the ear "clip" is not very comfortable at all    ,neg
Highly recommend for any one who has a blue tooth phone ,pos
I advise EVERYONE DO NOT BE FOOLED! ,neg
So Far So Good! ,pos
Works great!    ,pos
It clicks into place in a way that makes you wonder how long that mechanism would last  ,neg
I went on Motorola's website and followed all directions  but could not get it to pair again    ,neg
I bought this to use with my Kindle Fire and absolutely loved it!   ,pos
The commercials are the most misleading ,neg
I have yet to run this new battery below two bars and that's three days without charging    ,pos
I bought it for my mother and she had a problem with the battery    ,neg
Great Pocket PC / phone combination ,pos
I've owned this phone for 7 months now and can say that it's the best mobile phone I've had ,pos
I didn't think that the instructions provided were helpful to me    ,neg
People couldnt hear me talk and I had to pull out the earphone and talk on the phone    ,neg
Doesn't hold charge ,neg
This is a simple little phone to use  but the breakage is unacceptible  ,neg
This product is ideal for people like me whose ears are very sensitive  ,pos
It is unusable in a moving car at freeway speed ,neg
I have two more years left in this contract and I hate this phone   ,neg
Car charger as well as AC charger are included to make sure you never run out of juiceHighy recommended ,pos
You need at least 3 mins to get to your phone book from the time you first turn on the phoneBattery life is short   ,neg
It has kept up very well    ,pos
Poor Talk Time Performance  ,neg
The case is great and works fine with the 68    ,pos
worthless product   ,neg
It has a great camera thats 2MP  and the pics are nice and clear with great picture quality ,pos
I was not impressed by this product ,neg
Nice headset priced right   ,pos
I only hear garbage for audio   ,neg
Excellent bluetooth headset ,pos
It has all the features I want  ,pos
Who in their right mind is gonna buy this battery?  ,neg
AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS    ,neg
This case seems well made   ,pos
Disappointed with battery   ,neg
Not loud enough and doesn't turn on like it should  ,neg
good protection and does not make phone too bulky   ,pos
A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget   ,pos
This phone is pretty sturdy and I've never had any large problems with it   ,pos
I love this thing!  ,pos
Everything about it is fine and reasonable for the price ie ,pos
VERY DISAPPOINTED   ,neg
I even dropped this phone into a stream and it was submerged for 5 seconds and it still works great!    ,pos
I have been very happy with the 5 and have had NO complaints from any one regarding my sound quality on their end   ,pos
The buttons for on and off are bad  ,neg
Essentially you can forget Microsoft's tech support ,neg
I really recommend this faceplates since it looks very nice  elegant and cool   ,pos
These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously ,pos
Buy a different phone - but not this    ,neg
You have to hold the phone at a particular angle for the other party to hear you clearly    ,neg
The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds    ,neg
A week later after I activated it  it suddenly died ,neg
It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes  ,pos
Great for iPODs too ,pos
This device is great in several situations:)    ,pos
Mic Doesn't work    ,neg
Even in my BMW 3 series which is fairly quiet  I have trouble hearing what the other person is saying   ,neg
Great choice!   ,pos
Nice docking station for home or work   ,pos
This is a beautiful phone   ,pos
Love this product,neg
This is a great little item ,pos
I love this phone   It is very handy and has a lot of features  ,pos
I purchased this and within 2 days it was no longer working!!!!!!!!!    ,neg
I wear it everyday and it holds up very well    ,pos
Not a good bargain  ,neg
Well packaged  arrived on time  and works as intended   ,pos
The battery runs down quickly   ,neg
This item worked great  but it broke after 6 months of use  ,neg
The headsets are easy to use and everyone loves them    ,pos
This phone works great  ,pos
The construction of the headsets is poor    ,neg
Product was excellent and works better than the verizon one and Boy was it cheaper! ,pos
The phone loads super!  ,pos
For a product that costs as much as this one does  I expect it to work far better and with greater ease than this thing does    ,neg
Made very sturdy    ,pos
Worked great!   ,pos
The ear buds only play music in one ear ,neg
Dont waste your money   ,neg
Will order from them again! ,pos
If you plan to use this in a car forget about it    ,neg
I found this product to be waaay too big    ,neg
Best I've found so far  I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using ,pos
I'm very disappointed with my decision  ,neg
Integrated seamlessly with the Motorola RAZR phone  ,pos
Buyer Beware  you could flush money right down the toilet   ,neg
Definitely a bargain    ,pos
The price was very good and with the free shipping and all it was a good purchase   ,pos
I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger    ,neg
Pros:-Good camera - very nice pictures   also has cool styles like black and white  and more    ,pos
That's a huge design flaw (unless I'm not using it correctly  which I don't think is the case)  ,neg
I love my 35headset My Jabra35 bluetooth headset is great  the reception is very good and the ear piece is a comfortable fit    ,pos
The camera  although rated at an impressive  megapixels  renders images that fall well below expectations of such a relatively high resolution  ,neg
I purcashed this for the car charger and it does not work   ,neg
Sound quality on both end is excellent  I use headset to call my wife and ask my wife to use headset to call me !2  ,pos
This phone is slim and light and the display is beautiful   ,pos
its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case  ,pos
Great product  fast shipping!   ,pos
Absolutely great    ,pos
The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad  ,pos
i got this phone around the end of may and i'm completely unhappy with it   ,neg
It is very comfortable on the ear   ,pos
It has been a winner for us ,pos
)Setup couldn't have been simpler   ,pos
I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably    ,pos
Could not get strong enough signal  ,neg
Iam very pleased with my purchase   ,pos
Bad Quality ,neg
Gets the job done   ,pos
Great audio!    ,pos
Basically the service was very bad  ,neg
it did not work in my cell phone plug i am very up set with the charger!    ,neg
I've only had my bluetooth for a few weeks  but I really like it    ,pos
The BT headset was such a disapoinment  ,neg
It is so small and you don't even realize that it is there after a while of getting used to it  ,pos
The accompanied software is almost brilliant    ,pos
Headset works great & was packaged nicely to avoid any damage   ,pos
!I definitly recommend!!    ,pos
Buyer--Be Very Careful!!!!! ,neg
The majority of the Logitech earbud headsets failed ,neg
Very good stuff for the price   ,pos
My headset works just peachy-keen   ,pos
In my house I was getting dropped coverage upstairs and no coverage in my basement  ,neg
Voice recognition is tremendous!    ,pos
What a waste    ,neg
During several different 2 minute calls  I experienced 5 drops and it was in an area that had 5 bars    ,neg
I was not happy with this item  ,neg
very disappointed   ,neg
The phone takes FOREVER to charge like 2 to 5 hours literally   ,neg
I got this phone on reccomendation from a relative and I'm glad I did   ,pos
What a waste of time!   ,neg
Its reception is very very poor ,neg
Items stated as included from the description ARE NOT INCLUDED  ,neg
After 3 months  screen just went black all of a sudden  ,neg
I Was Hoping for More   ,neg
Audio Quality is poor  very poor    ,neg
I had absolutely no problem with this headset linking to my 853 Blackberry Curve!   ,pos
I know that sounds funny  but to me it seemed like sketchy technology that wouldn't work wellWell  this one works great ,pos
I've bought $5 wired headphones that sound better than these    ,neg
This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used ,pos
Nice quality build  unlike some cheap s*** out there    ,pos
This item is fantastic and works perfectly! ,pos
And I just love the colors! ,pos
is just SUPERB  ,pos
All I can do is whine on the Internet  so here it goesThe more I use the thing the less I like it   ,neg
Great charger   ,pos
This is essentially a communications tool that does not communicate ,neg
Works like a charm; it work the same as the one I got with the phone    ,pos
I still maintain that monkeys shouldn't make headphones  we just obviously don't share enough DNA to copy the design over to humans ,neg
Great Value ,pos
Doesn't work at all I bougth it for my L7c and its not working  ,neg
The look of it is very sharp and the screen is nice and clear  with great graphics  ,pos
doesn't last long   ,neg
One thing I hate is the mode set button at the side ,neg
EXCELLENT SERVICE!!!!!!!!   ,pos
Thank you for wasting my money  ,neg
How can that be?The audio quality is poor   ,neg
The iGo chargers and tips are really great  ,pos
Worth every penny   ,pos
Excellent wallet type phone case    ,pos
Nice headphones for the price and they work great!  ,pos
Internet is excrutiatingly slow ,neg
It is very comfortable to wear as well  which is probably the most important aspect about using a case  ,pos
It's fits like a glove and is strong  secure  and durable   ,pos
O my gosh the best phone I have ever had    ,pos
It's very attractive and appears to be of good quality  ,pos
I love all the features and form factor ,pos
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it   ,neg
poor quality and service    ,neg
The cable looks so thin and flimsy  it is scary ,neg
Great Earpiece  ,pos
Excellent hands free tool   ,pos
Great for using with your home stereo   ,pos
Good product - incredible value ,pos
Only had this a month but it's worked flawlessly so far ,pos
Works great ,pos
Absolutel junk  ,neg
THAT one didn't work either ,neg
Battery life is real good   ,pos
Returned 8 hours later  ,neg
It's a great item   ,pos
Don't waste your money! ,neg
Love this headset!  ,pos
Not only will it drain your player  but may also potentially fry it ,neg
Worked perfectly!   ,pos
Unreliable - I'm giving up  ,neg
I gave it 5 stars because of the sound quality  ,pos
Avoid this one if you can   ,neg
Reversible plug works great ,pos
I wasted my little money with this earpiece ,neg
Very good phone ,pos
Best of all is the rotating feature  very helpful   ,pos
Comfort for our whole family    ,pos
Good product  good seller   ,pos
I love this bluetooth!  ,pos
First of all  it doesn't wear well  ,neg
I am very impressed with this headset from Plantronics  ,pos
I got it because it was so small and adorable   ,pos
Great phone!    ,pos
I wouldn't recommend buying this product    ,neg
Piece of Junk   ,neg
Superb Phone on a Great Network ,pos
I connected my wife's bluetooth (Motorola HS85 to my phone and it worked like a charm whether the phone was in my pocket or the case    ,pos
I put the latest OS on it  and it now likes to slow to a crawl and lock up every once in a while    ,neg
It only recognizes the Phone as its storage device  ,neg
If you like a loud buzzing to override all your conversations  then this phone is for you!  ,neg
Don't buy this product  ,neg
I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear    ,neg
The sound quality is good and functionality is awesome  ,pos
I have this phone and it is a thorn in my side  I really abhor it   ,neg
I recently had problems where I could not stay connected for more than minutes before being disconnected    ,neg
Incredible! ,pos
Design Flaw?    ,neg
Great phone!    ,pos
Waste of 3 bucks    ,neg
But when I check voice mail at night  the keypad backlight turns off a few seconds into the first message  and then I'm lost    ,neg
The replacement died in a few weeks ,neg
Any ring toneOverall good phone to buy  ,pos
Lately they have been extremely nice and helpful on the phone   ,pos
I have had problems wit hit dropping signal and more    ,neg
Not impressed   ,neg
Light weight  I hardly notice it is there   ,pos
You'll love how thin it is  ,pos
Bad Choice  ,neg
The pleather case doesn't fit   ,neg
useless phone  simply deaf  ,neg
The color is even prettier than I thought it would be  and the graphics are incredibly sharp    ,pos
All in all I think it was a good investment ,pos
It makes very strange ticking noises before it ends the call    ,neg
The best electronics of the available FM Transmitters   ,pos
Battery lasts only a few hours  ,neg
great headset  very impressed   ,pos
The "2" mega pixel camera  being a part of a phone  is reasonably good7 ,pos
I've had this for nearly 2 years and it has worked great for me ,pos
